"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2014","2014",3053,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2015","2015",3117,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2016","2016",3185,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2017","2017",3248.9,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2018","2018",3290.9,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2019","2019",3353,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2020","2020",3383.4,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2021","2021",3425.6,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",49,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",48.7,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",49.3,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",49,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",49.2,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",48.6,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",49.6,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",49.3,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",51.4,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2019","2019",51.8,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2020","2020",51.8,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2021","2021",51.9,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2010","2010",5365,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2011","2011",5373,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2012","2012",5470,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2013","2013",5469,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2014","2014",5517,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2015","2015",5475,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2016","2016",5619,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2017","2017",5606,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2018","2018",5871,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2019","2019",5970,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2020","2020",5967,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2021","2021",6007,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",68,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",68,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",67,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",67,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",67,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",67,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",67,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",68,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",68,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",69,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",69,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2021","2021",69,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2022","2022",69,"P","Provisional value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2010","2010",23100,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2011","2011",23400,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2012","2012",23300,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2013","2013",23500,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2014","2014",23700,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2015","2015",23900,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2016","2016",24200,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2017","2017",24900,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2018","2018",25200,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2019","2019",25900,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2020","2020",26300,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2021","2021",26600,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2022","2022",26800,"P","Provisional value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2010","2010",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2011","2011",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2012","2012",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2013","2013",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2014","2014",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2015","2015",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2016","2016",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2017","2017",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2018","2018",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2019","2019",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2020","2020",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2021","2021",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2022","2022",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",21.6,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",24.1,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",27.1,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",28.8,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",31.7,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",32,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",32.6,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",33.6,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",34.9,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",36.9,"B; D","Break; Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2020","2020",39.3,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2021","2021",39.3,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2010","2010",1197,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2011","2011",1341,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2012","2012",1512,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2013","2013",1614.2,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2014","2014",1783.7,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2015","2015",1813.2,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2016","2016",1861.2,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2017","2017",1929,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2018","2018",2015.7,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2019","2019",2150.7,"B; D","Break; Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2020","2020",2300,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2021","2021",2308.1,"D","Difference in methodology"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",16.1,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2011","2011",16.4,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2012","2012",17.1,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2013","2013",17.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2014","2014",18.3,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2015","2015",20.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2016","2016",21,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2017","2017",21,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2018","2018",21.9,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2019","2019",22.4,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2020","2020",22.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2021","2021",23.1,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2022","2022",23.1,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2010","2010",863.6,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2011","2011",886.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2012","2012",930,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2013","2013",972.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2014","2014",1000,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2015","2015",1109.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2016","2016",1156.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2017","2017",1159.6,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2018","2018",1207.5,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2019","2019",1239.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2020","2020",1264,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2021","2021",1283.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2022","2022",1283,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2020","2020",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2021","2021",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2020","2020",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2021","2021",0,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",0,,
